,biocyc_id,regulator,regulator_biocyc_id,regulator_bigg_id,regulator_type,enzyme,reaction,mechanism,regulation_mode,ki,ki_unit
ECOLI:REG0-9417,ECOLI:REG0-9417,CPD0-1137,ECOLI:CPD0-1137,NA,compound,ADENYL-KIN-MONOMER,ADENYL-KIN-RXN,NA,-,NA,NA
ECOLI:REG0-12849,ECOLI:REG0-12849,AMP,ECOLI:AMP,NA,compound,ADENYL-KIN-MONOMER,UDPKIN-RXN,NA,-,NA,NA
ECOLI:REG0-10702,ECOLI:REG0-10702,CD+2,ECOLI:CD+2,NA,compound,ACETYLORNDEACET-CPLX,ACETYLORNDEACET-RXN,NA,-,NA,NA
ECOLI:REG0-9849,ECOLI:REG0-9849,Sulfhydryl-Reagents,ECOLI:Sulfhydryl-Reagents,NA,compound,ACETYLORNDEACET-CPLX,ACETYLORNDEACET-RXN,NA,-,NA,NA
ECOLI:REG0-8092,ECOLI:REG0-8092,CO+2,ECOLI:CO+2,NA,compound,ACETYLORNDEACET-CPLX,ACETYLORNDEACET-RXN,NA,+,NA,NA
ECOLI:REG0-8091,ECOLI:REG0-8091,Pi,ECOLI:Pi,NA,compound,ACETYLORNDEACET-CPLX,ACETYLORNDEACET-RXN,NA,+,NA,NA
ECOLI:REG0-8090,ECOLI:REG0-8090,GLUTATHIONE,ECOLI:GLUTATHIONE,gthrd,compound,ACETYLORNDEACET-CPLX,ACETYLORNDEACET-RXN,NA,+,NA,NA
ECOLI:REG0-8088,ECOLI:REG0-8088,EDTA,ECOLI:EDTA,NA,compound,ACETYLORNDEACET-CPLX,ACETYLORNDEACET-RXN,NA,-,NA,NA
ECOLI:REG0-8087,ECOLI:REG0-8087,ZN+2,ECOLI:ZN+2,NA,compound,ACETYLORNDEACET-CPLX,ACETYLORNDEACET-RXN,NA,-,NA,NA
ECOLI:REG0-8086,ECOLI:REG0-8086,NI+2,ECOLI:NI+2,NA,compound,ACETYLORNDEACET-CPLX,ACETYLORNDEACET-RXN,NA,-,NA,NA
ECOLI:REG0-8085,ECOLI:REG0-8085,CU+2,ECOLI:CU+2,NA,compound,ACETYLORNDEACET-CPLX,ACETYLORNDEACET-RXN,NA,-,NA,NA
ECOLI:REG0-8084,ECOLI:REG0-8084,CPD0-1641,ECOLI:CPD0-1641,NA,compound,ACETYLORNDEACET-CPLX,ACETYLORNDEACET-RXN,NA,-,NA,NA
ECOLI:REG0-8083,ECOLI:REG0-8083,NaF,ECOLI:NaF,NA,compound,ACETYLORNDEACET-CPLX,ACETYLORNDEACET-RXN,UNCOMPETITIVE,-,NA,NA
ECOLI:REG0-8082,ECOLI:REG0-8082,L-ORNITHINE,ECOLI:L-ORNITHINE,orn,compound,ACETYLORNDEACET-CPLX,ACETYLORNDEACET-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8081,ECOLI:REG0-8081,ACET,ECOLI:ACET,ac,compound,ACETYLORNDEACET-CPLX,ACETYLORNDEACET-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8349,ECOLI:REG0-8349,ZN+2,ECOLI:ZN+2,NA,compound,ADENYLOSUCCINATE-SYN-DIMER,ADENYLOSUCCINATE-SYNTHASE-RXN,NA,-,NA,NA
ECOLI:REG0-8348,ECOLI:REG0-8348,GUANOSINE-5DP-3DP,ECOLI:GUANOSINE-5DP-3DP,NA,compound,ADENYLOSUCCINATE-SYN-DIMER,ADENYLOSUCCINATE-SYNTHASE-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8347,ECOLI:REG0-8347,CPD0-1055,ECOLI:CPD0-1055,NA,compound,ADENYLOSUCCINATE-SYN-DIMER,ADENYLOSUCCINATE-SYNTHASE-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-6727,ECOLI:REG0-6727,AMP,ECOLI:AMP,NA,compound,ASNSYNA-CPLX,ASNSYNA-RXN,COMPETITIVE,-,1500.0,&micro;mole
ECOLI:REG0-6726,ECOLI:REG0-6726,ASN,ECOLI:ASN,asn__L,compound,ASNSYNA-CPLX,ASNSYNA-RXN,COMPETITIVE,-,120.0,&micro;mole
ECOLI:REG0-6725,ECOLI:REG0-6725,AMMONIA,ECOLI:AMMONIA,NA,compound,ASNSYNA-CPLX,ASNSYNA-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7801,ECOLI:REG0-7801,ATP,ECOLI:ATP,atp,compound,ASPCARBTRANS-CPLX,ASPCARBTRANS-RXN,ALLOSTERIC,+,NA,NA
ECOLI:REG0-7800,ECOLI:REG0-7800,CTP,ECOLI:CTP,ctp,compound,ASPCARBTRANS-CPLX,ASPCARBTRANS-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-7799,ECOLI:REG0-7799,SUC,ECOLI:SUC,succ,compound,ASPCARBTRANS-CPLX,ASPCARBTRANS-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7798,ECOLI:REG0-7798,CPD0-1617,ECOLI:CPD0-1617,NA,compound,ASPCARBTRANS-CPLX,ASPCARBTRANS-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7087,ECOLI:REG0-7087,N-ETHYLMALEIMIDE,ECOLI:N-ETHYLMALEIMIDE,NA,compound,MALONYL-COA-ACP-TRANSACYL-MONOMER,MALONYL-COA-ACP-TRANSACYL-RXN,NA,-,NA,NA
ECOLI:REG0-7086,ECOLI:REG0-7086,IODOACETAMIDE,ECOLI:IODOACETAMIDE,NA,compound,MALONYL-COA-ACP-TRANSACYL-MONOMER,MALONYL-COA-ACP-TRANSACYL-RXN,NA,-,NA,NA
ECOLI:REG0-7085,ECOLI:REG0-7085,CPD-29,ECOLI:CPD-29,NA,compound,MALONYL-COA-ACP-TRANSACYL-MONOMER,MALONYL-COA-ACP-TRANSACYL-RXN,NA,-,NA,NA
ECOLI:REG0-7084,ECOLI:REG0-7084,MALONYL-ACP,ECOLI:MALONYL-ACP,malACP,protein,MALONYL-COA-ACP-TRANSACYL-MONOMER,MALONYL-COA-ACP-TRANSACYL-RXN,COMPETITIVE,-,16.0,&micro;mole
ECOLI:REG0-7083,ECOLI:REG0-7083,CO-A,ECOLI:CO-A,NA,compound,MALONYL-COA-ACP-TRANSACYL-MONOMER,MALONYL-COA-ACP-TRANSACYL-RXN,COMPETITIVE,-,45.0,&micro;mole
ECOLI:REG0-7082,ECOLI:REG0-7082,ACETYL-COA,ECOLI:ACETYL-COA,accoa,compound,MALONYL-COA-ACP-TRANSACYL-MONOMER,MALONYL-COA-ACP-TRANSACYL-RXN,COMPETITIVE,-,115.0,&micro;mole
ECOLI:REG0-11681,ECOLI:REG0-11681,CPD0-1537,ECOLI:CPD0-1537,NA,compound,CPLX0-7997,DIAMINOPIMEPIM-RXN,IRREVERSIBLE,-,NA,NA
ECOLI:REG0-11680,ECOLI:REG0-11680,CPD0-1502,ECOLI:CPD0-1502,NA,compound,CPLX0-7997,DIAMINOPIMEPIM-RXN,COMPETITIVE,-,0.2,&micro;mole
ECOLI:REG0-10111,ECOLI:REG0-10111,CPD0-1535,ECOLI:CPD0-1535,NA,compound,CPLX0-7997,DIAMINOPIMEPIM-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10110,ECOLI:REG0-10110,CPD0-1536,ECOLI:CPD0-1536,NA,compound,CPLX0-7997,DIAMINOPIMEPIM-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10109,ECOLI:REG0-10109,CPD0-1533,ECOLI:CPD0-1533,NA,compound,CPLX0-7997,DIAMINOPIMEPIM-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10108,ECOLI:REG0-10108,CPD0-1532,ECOLI:CPD0-1532,NA,compound,CPLX0-7997,DIAMINOPIMEPIM-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10107,ECOLI:REG0-10107,CPD0-1530,ECOLI:CPD0-1530,NA,compound,CPLX0-7997,DIAMINOPIMEPIM-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10054,ECOLI:REG0-10054,CPD0-1501,ECOLI:CPD0-1501,NA,compound,CPLX0-7997,DIAMINOPIMEPIM-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10053,ECOLI:REG0-10053,Lanthionine-Isomers,ECOLI:Lanthionine-Isomers,NA,compound,CPLX0-7997,DIAMINOPIMEPIM-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10052,ECOLI:REG0-10052,CPD0-1500,ECOLI:CPD0-1500,NA,compound,CPLX0-7997,DIAMINOPIMEPIM-RXN,NONCOMPETITIVE,-,NA,NA
ECOLI:REG0-10051,ECOLI:REG0-10051,CPD0-1499,ECOLI:CPD0-1499,NA,compound,CPLX0-7997,DIAMINOPIMEPIM-RXN,COMPETITIVE,-,5.6,&micro;mole
ECOLI:REG0-10050,ECOLI:REG0-10050,CPD0-1498,ECOLI:CPD0-1498,NA,compound,CPLX0-7997,DIAMINOPIMEPIM-RXN,NA,-,NA,NA
ECOLI:REG0-11679,ECOLI:REG0-11679,NADP,ECOLI:NADP,nadp,compound,DIHYDROPICRED-CPLX,RXN-14014,COMPETITIVE,-,190.0,&micro;mole
ECOLI:REG0-10871,ECOLI:REG0-10871,LYS,ECOLI:LYS,lys__L,compound,HOMOSERKIN-CPLX,HOMOSERKIN-RXN,NONCOMPETITIVE,-,NA,NA
ECOLI:REG0-10027,ECOLI:REG0-10027,2-Aminobutyrate,ECOLI:2-Aminobutyrate,NA,compound,HOMOSERKIN-CPLX,HOMOSERKIN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10026,ECOLI:REG0-10026,CPD0-1475,ECOLI:CPD0-1475,NA,compound,HOMOSERKIN-CPLX,HOMOSERKIN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7937,ECOLI:REG0-7937,HOMO-SER,ECOLI:HOMO-SER,hom__L,compound,HOMOSERKIN-CPLX,HOMOSERKIN-RXN,OTHER,-,NA,NA
ECOLI:REG0-7934,ECOLI:REG0-7934,CYS,ECOLI:CYS,cys__L,compound,HOMOSERKIN-CPLX,HOMOSERKIN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7933,ECOLI:REG0-7933,HOMO-CYS,ECOLI:HOMO-CYS,hcys__L,compound,HOMOSERKIN-CPLX,HOMOSERKIN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7932,ECOLI:REG0-7932,THR,ECOLI:THR,thr__L,compound,HOMOSERKIN-CPLX,HOMOSERKIN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7650,ECOLI:REG0-7650,2-KETOGLUTARATE,ECOLI:2-KETOGLUTARATE,akg,compound,ACETYLORNTRANSAM-CPLX,SUCCINYLDIAMINOPIMTRANS-RXN,NA,-,NA,NA
ECOLI:REG0-7649,ECOLI:REG0-7649,HYDROXYLAMINE,ECOLI:HYDROXYLAMINE,NA,compound,ACETYLORNTRANSAM-CPLX,SUCCINYLDIAMINOPIMTRANS-RXN,NA,-,NA,NA
ECOLI:REG0-9919,ECOLI:REG0-9919,4-PHOSPHONOOXY-THREONINE,ECOLI:4-PHOSPHONOOXY-THREONINE,NA,compound,THRESYN-MONOMER,THRESYN-RXN,NA,-,NA,NA
ECOLI:REG0-11038,ECOLI:REG0-11038,DIETHYLPYROCARBONATE,ECOLI:DIETHYLPYROCARBONATE,NA,compound,HOMSUCTRAN-CPLX,HOMSUCTRAN-RXN,NA,-,NA,NA
ECOLI:REG0-7268,ECOLI:REG0-7268,IODOACETAMIDE,ECOLI:IODOACETAMIDE,NA,compound,HOMSUCTRAN-CPLX,HOMSUCTRAN-RXN,NA,-,NA,NA
ECOLI:REG0-7267,ECOLI:REG0-7267,ALPHA-METHYLMETHIONINE,ECOLI:ALPHA-METHYLMETHIONINE,NA,compound,HOMSUCTRAN-CPLX,HOMSUCTRAN-RXN,NA,-,NA,NA
ECOLI:REG0-7266,ECOLI:REG0-7266,S-ADENOSYLMETHIONINE,ECOLI:S-ADENOSYLMETHIONINE,NA,compound,HOMSUCTRAN-CPLX,HOMSUCTRAN-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-7265,ECOLI:REG0-7265,MET,ECOLI:MET,met__L,compound,HOMSUCTRAN-CPLX,HOMSUCTRAN-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-10597,ECOLI:REG0-10597,N-ETHYLMALEIMIDE,ECOLI:N-ETHYLMALEIMIDE,NA,compound,CHORISMUTPREPHENDEHYDRAT-CPLX,PREPHENATEDEHYDRAT-RXN,NA,-,NA,NA
ECOLI:REG0-10596,ECOLI:REG0-10596,DITHIO-NITROBENZOATE,ECOLI:DITHIO-NITROBENZOATE,NA,compound,CHORISMUTPREPHENDEHYDRAT-CPLX,PREPHENATEDEHYDRAT-RXN,NA,-,NA,NA
ECOLI:REG0-10105,ECOLI:REG0-10105,CPD0-1524,ECOLI:CPD0-1524,NA,compound,CHORISMUTPREPHENDEHYDRAT-CPLX,PREPHENATEDEHYDRAT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10104,ECOLI:REG0-10104,CPD0-1525,ECOLI:CPD0-1525,NA,compound,CHORISMUTPREPHENDEHYDRAT-CPLX,PREPHENATEDEHYDRAT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8038,ECOLI:REG0-8038,CHORISMATE,ECOLI:CHORISMATE,chor,compound,CHORISMUTPREPHENDEHYDRAT-CPLX,PREPHENATEDEHYDRAT-RXN,NA,-,NA,NA
ECOLI:REG0-8037,ECOLI:REG0-8037,TETRANITROMETHANE,ECOLI:TETRANITROMETHANE,NA,compound,CHORISMUTPREPHENDEHYDRAT-CPLX,PREPHENATEDEHYDRAT-RXN,NA,-,NA,NA
ECOLI:REG0-8036,ECOLI:REG0-8036,PHE,ECOLI:PHE,phe__L,compound,CHORISMUTPREPHENDEHYDRAT-CPLX,PREPHENATEDEHYDRAT-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-8035,ECOLI:REG0-8035,CPD-225,ECOLI:CPD-225,NA,compound,CHORISMUTPREPHENDEHYDRAT-CPLX,PREPHENATEDEHYDRAT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8034,ECOLI:REG0-8034,CIS-ACONITATE,ECOLI:CIS-ACONITATE,acon_C,compound,CHORISMUTPREPHENDEHYDRAT-CPLX,PREPHENATEDEHYDRAT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10069,ECOLI:REG0-10069,CPD0-1508,ECOLI:CPD0-1508,NA,compound,CPLX0-8260,DTMPKI-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-6783,ECOLI:REG0-6783,TTP,ECOLI:TTP,dttp,compound,CPLX0-8260,DTMPKI-RXN,NA,-,NA,NA
ECOLI:REG0-6782,ECOLI:REG0-6782,DCTP,ECOLI:DCTP,dctp,compound,CPLX0-8260,DTMPKI-RXN,NA,-,NA,NA
ECOLI:REG0-6781,ECOLI:REG0-6781,ATP,ECOLI:ATP,atp,compound,CPLX0-8260,DTMPKI-RXN,NA,-,NA,NA
ECOLI:REG0-6780,ECOLI:REG0-6780,AMMONIUM,ECOLI:AMMONIUM,NA,compound,CPLX0-8260,DTMPKI-RXN,NA,-,NA,NA
ECOLI:REG0-6779,ECOLI:REG0-6779,NA+,ECOLI:NA+,NA,compound,CPLX0-8260,DTMPKI-RXN,NA,-,NA,NA
ECOLI:REG0-6778,ECOLI:REG0-6778,K+,ECOLI:K+,NA,compound,CPLX0-8260,DTMPKI-RXN,NA,-,NA,NA
ECOLI:REG0-6776,ECOLI:REG0-6776,DUMP,ECOLI:DUMP,dump,compound,CPLX0-8260,DTMPKI-RXN,COMPETITIVE,-,3900.0,&micro;mole
ECOLI:REG0-10687,ECOLI:REG0-10687,HCN,ECOLI:HCN,NA,compound,THIOREDOXIN-REDUCT-NADPH-CPLX,THIOREDOXIN-REDUCT-NADPH-RXN,NA,-,NA,NA
ECOLI:REG0-9797,ECOLI:REG0-9797,CPD0-1355,ECOLI:CPD0-1355,NA,compound,THIOREDOXIN-REDUCT-NADPH-CPLX,THIOREDOXIN-REDUCT-NADPH-RXN,NA,-,NA,NA
ECOLI:REG0-9025,ECOLI:REG0-9025,CPD-7388,ECOLI:CPD-7388,NA,compound,THIOREDOXIN-REDUCT-NADPH-CPLX,THIOREDOXIN-REDUCT-NADPH-RXN,NA,-,NA,NA
ECOLI:REG0-9024,ECOLI:REG0-9024,CPD-763,ECOLI:CPD-763,NA,compound,THIOREDOXIN-REDUCT-NADPH-CPLX,THIOREDOXIN-REDUCT-NADPH-RXN,NA,-,NA,NA
ECOLI:REG0-11779,ECOLI:REG0-11779,Pi,ECOLI:Pi,NA,compound,AROF-CPLX,DAHPSYN-RXN,NONCOMPETITIVE,-,NA,NA
ECOLI:REG0-9627,ECOLI:REG0-9627,3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P,ECOLI:3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P,2dda7p,compound,AROF-CPLX,DAHPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-8484,ECOLI:REG0-8484,TYR,ECOLI:TYR,tyr__L,compound,AROF-CPLX,DAHPSYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8529,ECOLI:REG0-8529,FE+2,ECOLI:FE+2,NA,compound,AROH-CPLX,DAHPSYN-RXN,NA,+,NA,NA
ECOLI:REG0-8528,ECOLI:REG0-8528,TRP,ECOLI:TRP,trp__L,compound,AROH-CPLX,DAHPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-12725,ECOLI:REG0-12725,PHE,ECOLI:PHE,phe__L,compound,AROG-CPLX,DAHPSYN-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-10129,ECOLI:REG0-10129,CPD0-1558,ECOLI:CPD0-1558,NA,compound,AROG-CPLX,DAHPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-10128,ECOLI:REG0-10128,CPD0-1557,ECOLI:CPD0-1557,NA,compound,AROG-CPLX,DAHPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-10127,ECOLI:REG0-10127,23-DIPHOSPHOGLYCERATE,ECOLI:23-DIPHOSPHOGLYCERATE,NA,compound,AROG-CPLX,DAHPSYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10126,ECOLI:REG0-10126,CPD0-1555,ECOLI:CPD0-1555,NA,compound,AROG-CPLX,DAHPSYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10125,ECOLI:REG0-10125,CPD0-1554,ECOLI:CPD0-1554,NA,compound,AROG-CPLX,DAHPSYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7439,ECOLI:REG0-7439,L-ALPHA-ALANINE,ECOLI:L-ALPHA-ALANINE,ala__L,compound,AROG-CPLX,DAHPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-7431,ECOLI:REG0-7431,2-PG,ECOLI:2-PG,2pg,compound,AROG-CPLX,DAHPSYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9094,ECOLI:REG0-9094,PYRUVATE,ECOLI:PYRUVATE,pyr,compound,MALSYNG-MONOMER,MALSYN-RXN,NA,-,NA,NA
ECOLI:REG0-7499,ECOLI:REG0-7499,OXALATE,ECOLI:OXALATE,NA,compound,MALSYNG-MONOMER,MALSYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7498,ECOLI:REG0-7498,GLYCOLLATE,ECOLI:GLYCOLLATE,NA,compound,MALSYNG-MONOMER,MALSYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-12383,ECOLI:REG0-12383,PYRUVATE,ECOLI:PYRUVATE,pyr,compound,MALATE-SYNTHASE,MALSYN-RXN,COMPETITIVE,-,650.0,&micro;mole
ECOLI:REG0-12382,ECOLI:REG0-12382,OXALATE,ECOLI:OXALATE,NA,compound,MALATE-SYNTHASE,MALSYN-RXN,COMPETITIVE,-,37.0,&micro;mole
ECOLI:REG0-11775,ECOLI:REG0-11775,ZN+2,ECOLI:ZN+2,NA,compound,UDHA-CPLX,PYRNUTRANSHYDROGEN-RXN,NA,-,NA,NA
ECOLI:REG0-11230,ECOLI:REG0-11230,PALMITYL-COA,ECOLI:PALMITYL-COA,NA,compound,GLYC3PDEHYDROGBIOSYN-CPLX,GLYC3PDEHYDROGBIOSYN-RXN,NONCOMPETITIVE,-,1.0,&micro;mole
ECOLI:REG0-11229,ECOLI:REG0-11229,GLYCEROL-3P,ECOLI:GLYCEROL-3P,glyc3p,compound,GLYC3PDEHYDROGBIOSYN-CPLX,GLYC3PDEHYDROGBIOSYN-RXN,COMPETITIVE,-,4.4,&micro;mole
ECOLI:REG0-10056,ECOLI:REG0-10056,Long-Chain-Acyl-CoAs,ECOLI:Long-Chain-Acyl-CoAs,NA,compound,GLYC3PDEHYDROGBIOSYN-CPLX,GLYC3PDEHYDROGBIOSYN-RXN,NA,-,NA,NA
ECOLI:REG0-8370,ECOLI:REG0-8370,3-BROMOPYRUVATE,ECOLI:3-BROMOPYRUVATE,NA,compound,GMP-SYN-CPLX,GMP-SYN-GLUT-RXN,NA,-,NA,NA
ECOLI:REG0-8369,ECOLI:REG0-8369,DITHIO-NITROBENZOATE,ECOLI:DITHIO-NITROBENZOATE,NA,compound,GMP-SYN-CPLX,GMP-SYN-GLUT-RXN,NA,-,NA,NA
ECOLI:REG0-8368,ECOLI:REG0-8368,TRIS,ECOLI:TRIS,NA,compound,GMP-SYN-CPLX,GMP-SYN-GLUT-RXN,NA,-,NA,NA
ECOLI:REG0-8367,ECOLI:REG0-8367,CPD-29,ECOLI:CPD-29,NA,compound,GMP-SYN-CPLX,GMP-SYN-GLUT-RXN,NA,-,NA,NA
ECOLI:REG0-8366,ECOLI:REG0-8366,CPD0-1036,ECOLI:CPD0-1036,NA,compound,GMP-SYN-CPLX,GMP-SYN-GLUT-RXN,NA,-,NA,NA
ECOLI:REG0-8365,ECOLI:REG0-8365,PPI,ECOLI:PPI,NA,compound,GMP-SYN-CPLX,GMP-SYN-GLUT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8364,ECOLI:REG0-8364,CPD0-1035,ECOLI:CPD0-1035,NA,compound,GMP-SYN-CPLX,GMP-SYN-GLUT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8363,ECOLI:REG0-8363,CPD0-1033,ECOLI:CPD0-1033,NA,compound,GMP-SYN-CPLX,GMP-SYN-GLUT-RXN,IRREVERSIBLE,-,NA,NA
ECOLI:REG0-8362,ECOLI:REG0-8362,CPD0-1627,ECOLI:CPD0-1627,NA,compound,GMP-SYN-CPLX,GMP-SYN-GLUT-RXN,IRREVERSIBLE,-,NA,NA
ECOLI:REG0-8844,ECOLI:REG0-8844,CPD-29,ECOLI:CPD-29,NA,compound,PYRROLINECARBREDUCT-CPLX,PYRROLINECARBREDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-8843,ECOLI:REG0-8843,NADP,ECOLI:NADP,nadp,compound,PYRROLINECARBREDUCT-CPLX,PYRROLINECARBREDUCT-RXN,COMPETITIVE,-,600.0,&micro;mole
ECOLI:REG0-8842,ECOLI:REG0-8842,PRO,ECOLI:PRO,pro__L,compound,PYRROLINECARBREDUCT-CPLX,PYRROLINECARBREDUCT-RXN,COMPETITIVE,-,15000.0,&micro;mole
ECOLI:REG0-9618,ECOLI:REG0-9618,CPD-8179,ECOLI:CPD-8179,NA,compound,CPLX0-7614,ATPPHOSPHORIBOSYLTRANS-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9061,ECOLI:REG0-9061,AMP,ECOLI:AMP,NA,compound,CPLX0-7614,ATPPHOSPHORIBOSYLTRANS-RXN,COMPETITIVE,-,860.0,&micro;mole
ECOLI:REG0-9060,ECOLI:REG0-9060,HIS,ECOLI:HIS,his__L,compound,CPLX0-7614,ATPPHOSPHORIBOSYLTRANS-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-16272,ECOLI:REG0-16272,CPD-26607,ECOLI:CPD-26607,NA,compound,DIHYDRODIPICSYN-CPLX,DIHYDRODIPICSYN-RXN,COMPETITIVE,-,35775984.0,&micro;mole
ECOLI:REG0-11678,ECOLI:REG0-11678,LYS,ECOLI:LYS,lys__L,compound,DIHYDRODIPICSYN-CPLX,DIHYDRODIPICSYN-RXN,MIXED,-,NA,NA
ECOLI:REG0-11677,ECOLI:REG0-11677,OH-PYR,ECOLI:OH-PYR,NA,compound,DIHYDRODIPICSYN-CPLX,DIHYDRODIPICSYN-RXN,NA,-,NA,NA
ECOLI:REG0-11676,ECOLI:REG0-11676,CPD-4841,ECOLI:CPD-4841,NA,compound,DIHYDRODIPICSYN-CPLX,DIHYDRODIPICSYN-RXN,COMPETITIVE,-,11000.0,&micro;mole
ECOLI:REG0-11675,ECOLI:REG0-11675,SUCC-S-ALD,ECOLI:SUCC-S-ALD,NA,compound,DIHYDRODIPICSYN-CPLX,DIHYDRODIPICSYN-RXN,COMPETITIVE,-,300.0,&micro;mole
ECOLI:REG0-11674,ECOLI:REG0-11674,CPD-291,ECOLI:CPD-291,NA,compound,DIHYDRODIPICSYN-CPLX,DIHYDRODIPICSYN-RXN,IRREVERSIBLE,-,NA,NA
ECOLI:REG0-11673,ECOLI:REG0-11673,3-BROMOPYRUVATE,ECOLI:3-BROMOPYRUVATE,NA,compound,DIHYDRODIPICSYN-CPLX,DIHYDRODIPICSYN-RXN,COMPETITIVE,-,1600.0,&micro;mole
ECOLI:REG0-7877,ECOLI:REG0-7877,S-2-AMINOETHYL-L-CYSTEINE,ECOLI:S-2-AMINOETHYL-L-CYSTEINE,NA,compound,DIHYDRODIPICSYN-CPLX,DIHYDRODIPICSYN-RXN,NA,-,NA,NA
ECOLI:REG0-10245,ECOLI:REG0-10245,ZN+2,ECOLI:ZN+2,NA,compound,IMIDHISTID-CPLX,IMIDPHOSDEHYD-RXN,NA,-,NA,NA
ECOLI:REG0-10042,ECOLI:REG0-10042,CPD0-1491,ECOLI:CPD0-1491,NA,compound,IMIDHISTID-CPLX,IMIDPHOSDEHYD-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7573,ECOLI:REG0-7573,Pi,ECOLI:Pi,NA,compound,IMIDHISTID-CPLX,IMIDPHOSDEHYD-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-11841,ECOLI:REG0-11841,AMP,ECOLI:AMP,NA,compound,CPLX0-8299,PRPPSYN-RXN,UNCOMPETITIVE,-,NA,NA
ECOLI:REG0-11840,ECOLI:REG0-11840,CPD0-1651,ECOLI:CPD0-1651,NA,compound,CPLX0-8299,PRPPSYN-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-11839,ECOLI:REG0-11839,Pi,ECOLI:Pi,NA,compound,CPLX0-8299,PRPPSYN-RXN,NA,+,NA,NA
ECOLI:REG0-8459,ECOLI:REG0-8459,MG+2,ECOLI:MG+2,NA,compound,CPLX0-8299,PRPPSYN-RXN,NA,+,NA,NA
ECOLI:REG0-8455,ECOLI:REG0-8455,CA+2,ECOLI:CA+2,NA,compound,CPLX0-8299,PRPPSYN-RXN,COMPETITIVE,-,50.0,&micro;mole
ECOLI:REG0-9498,ECOLI:REG0-9498,Pi,ECOLI:Pi,NA,compound,CPLX0-7694,GLUTAMIN-RXN,NA,-,NA,NA
ECOLI:REG0-9497,ECOLI:REG0-9497,MG+2,ECOLI:MG+2,NA,compound,CPLX0-7694,GLUTAMIN-RXN,NA,-,NA,NA
ECOLI:REG0-9496,ECOLI:REG0-9496,MN+2,ECOLI:MN+2,NA,compound,CPLX0-7694,GLUTAMIN-RXN,NA,-,NA,NA
ECOLI:REG0-9495,ECOLI:REG0-9495,CPD-9195,ECOLI:CPD-9195,NA,compound,CPLX0-7694,GLUTAMIN-RXN,COMPETITIVE,-,NA,NA
