"","uniprot_id","gene","MW_Da","glucose_pp_per_cell","acetate_pp_per_cell","fumarate_pp_per_cell","glycerol_pp_per_cell","pyruvate_pp_per_cell","fructose_pp_per_cell","succinate_pp_per_cell","xylose_pp_per_cell","glucose_chemostat_mu_0_5_pp_per_cell","glucose_chemostat_mu_0_12_pp_per_cell","glucose_chemostat_mu_0_20_pp_per_cell","glucose_chemostat_mu_0_35_pp_per_cell","glucose_MG1655_pp_per_cell","glucose_g_gDW","acetate_g_gDW","fumarate_g_gDW","glycerol_g_gDW","pyruvate_g_gDW","fructose_g_gDW","succinate_g_gDW","xylose_g_gDW","glucose_chemostat_mu_0_5_g_gDW","glucose_chemostat_mu_0_12_g_gDW","glucose_chemostat_mu_0_20_g_gDW","glucose_chemostat_mu_0_35_g_gDW","glucose_MG1655_g_gDW"
"1202","P0C0L2","osmC",15060.65425,7596,11419,9204,8157,6045,5578,8037,6900,6963,16056,13343,8625,2531,0.000678469004619965,0.00101993648811945,0.000822094354729088,0.000728577102512513,0.000539934851622918,0.000498222763002918,0.000717858792802877,0.000616302808304075,0.000621929920901634,0.00143410983914931,0.00119178672046395,0.000770378510380094,0.000226067015625741
"1203","P0C0L7","proP",54792.07555,268,54,75,92,46,226,114,298,130,64,74,85,248,8.70870869158324e-05,1.75473981099065e-05,2.43713862637591e-05,2.98955671502111e-05,1.49477835751056e-05,7.34391106081273e-05,3.70445071209138e-05,9.6835641421336e-05,4.22437361905157e-05,2.07969162784077e-05,2.40464344469089e-05,2.76209044322603e-05,8.058805057883e-05
"1204","P0C0L9","iscX",7708.63154,2607,1633,1556,1476,1399,NA,1579,NA,1798,1247,1723,1607,637,0.000119184433415453,7.46559953078e-05,7.11357799748541e-05,6.74784133951701e-05,6.39581980622242e-05,NA,7.21872728665132e-05,NA,8.21993138783982e-05,5.70092015608246e-05,7.87705327099445e-05,7.34673511694027e-05,2.9121781390734e-05
"1205","P0C0R7","rlmE",23302.1049,216,143,179,211,161,244,185,232,161,99,111,124,215,2.98503976989135e-05,1.97620688469659e-05,2.47371351301181e-05,2.91594162706979e-05,2.2249601988542e-05,3.37198936969208e-05,2.55663128439768e-05,3.20615382692034e-05,2.2249601988542e-05,1.36814322786687e-05,1.53397877063861e-05,1.71363394197466e-05,2.97122014132704e-05
"1206","P0C0S1","mscS",30858.6734,2854,1640,2243,3041,2948,3422,3125,2823,3375,1422,1719,2039,173,0.000522314927904825,0.000300138921430944,0.000410494878518053,0.000556538085409451,0.000539518012425867,0.000626265481180908,0.000571911054555914,0.00051664157024363,0.000617663938920387,0.000260242406265123,0.000314596832890117,0.000373160524876643,3.16609959802154e-05
"1207","P0C0T5","mepA",30099.43575,7,1,2,2,2,1,2,6,2,1,1,1,NA,1.24956143100299e-06,1.7850877585757e-07,3.5701755171514e-07,3.5701755171514e-07,3.5701755171514e-07,1.7850877585757e-07,3.5701755171514e-07,1.07105265514542e-06,3.5701755171514e-07,1.7850877585757e-07,1.7850877585757e-07,1.7850877585757e-07,NA
"1208","P0C0U4","rimK",32398.03235,50,23,45,74,43,NA,47,NA,27,71,11,59,NA,9.60704569851022e-06,4.4192410213147e-06,8.6463411286592e-06,1.42184276337951e-05,8.26205930071879e-06,NA,9.03062295659961e-06,NA,5.18780467719552e-06,1.36420048918845e-05,2.11355005367225e-06,1.13363139242421e-05,NA
"1209","P0C0V0","degP",49305.44896,3338,1531,2217,3359,6153,4096,2179,2284,1306,1091,1244,1190,1927,0.000976073377547089,0.000447683745064288,0.000648278813068273,0.00098221404289415,0.00179921494668881,0.00119772215531243,0.000637167132916449,0.000667870459651753,0.000381890902060065,0.000319022185411586,0.000363761318654457,0.000347971036333444,0.00056347914875172
"1210","P0C7L2","paaJ",42231.81571,18,13,12,12,10,10,5,9,8,5,7,6,1,4.50830693872468e-06,3.2559994557456e-06,3.00553795914978e-06,3.00553795914978e-06,2.50461496595815e-06,2.50461496595815e-06,1.25230748297908e-06,2.25415346936234e-06,2.00369197276652e-06,1.25230748297908e-06,1.75323047617071e-06,1.50276897957489e-06,2.50461496595815e-07
"1211","P0C8J6","gatY",30774.55511,4939,38995,26974,14000,17087,12285,25688,7353,22426,19399,16483,23039,5029,0.000901430040377485,0.00711708127647702,0.00492309655985873,0.00255517727582199,0.00311859386514073,0.00224216805953379,0.00468838527580823,0.00134201560779422,0.0040930289705417,0.00354056314097648,0.00300835621695527,0.00420490923269019,0.000917856180007769
"1212","P0C8J8","gatZ",47060.76941,1413,11766,5521,2892,6296,4363,5815,2558,3805,2527,2647,4062,771,0.000394368667127259,0.00328389365705544,0.00154091253447247,0.000807157951402714,0.00175721523583385,0.0012177144335996,0.00162296801085988,0.000713938464622456,0.00106197648861941,0.000705286356568001,0.000738778387746536,0.00113370525539344,0.000215186300322093
"1213","P0C8K0","kbaZ",47144.74247,6,1,21,6,2,NA,5,NA,3,1,3,8,NA,1.67758964048489e-06,2.79598273414148e-07,5.87156374169711e-06,1.67758964048489e-06,5.59196546828296e-07,NA,1.39799136707074e-06,NA,8.38794820242444e-07,2.79598273414148e-07,8.38794820242444e-07,2.23678618731318e-06,NA
"1214","P0C960","emtA",22194.43952,170,68,110,118,104,152,212,132,74,23,36,44,120,2.23766114627319e-05,8.95064458509275e-06,1.447898388765e-05,1.5532000897661e-05,1.36892211301419e-05,2.00073231902073e-05,2.79049507652892e-05,1.73747806651801e-05,9.74040734260094e-06,3.02742390378137e-06,4.7385765450491e-06,5.79159355506002e-06,1.57952551501637e-05
"1215","P0CB39","eptC",66549.84405,53,16,31,39,30,55,39,43,47,17,24,33,25,2.09181912431205e-05,6.31492565830052e-06,1.22351684629573e-05,1.53926312921075e-05,1.18404856093135e-05,2.1707556950408e-05,1.53926312921075e-05,1.69713627066826e-05,1.85500941212578e-05,6.7096085119443e-06,9.47238848745077e-06,1.30245341702448e-05,9.86707134109456e-06
"1216","P0CE47","tufA",43238.30279,252452,149278,190256,191041,187233,233116,195883,216764,180819,102131,112618,142247,279773,0.0647364189397274,0.038279447762286,0.0487874610690222,0.0489887590934691,0.048012271351948,0.0597780767732222,0.0502303960799305,0.0555849235302199,0.0463675254553839,0.0261895140570615,0.0288787018053104,0.0364764841828126,0.0717423594822951
"1217","P0CE49","insH",39284.07353,56,28,72,39,52,NA,57,NA,55,23,45,58,NA,1.30468527167054e-05,6.52342635835271e-06,1.67745249214784e-05,9.08620099913413e-06,1.21149346655122e-05,NA,1.32798322295037e-05,NA,1.28138732039071e-05,5.35852879436115e-06,1.0484078075924e-05,1.3512811742302e-05,NA
"1218","P0CE60","JW58",37809.31919,47,20,63,56,65,45,51,44,53,28,33,46,91,1.05389642852991e-05,4.48466565331878e-06,1.41266968079542e-05,1.25570638292926e-05,1.4575163373286e-05,1.00904977199673e-05,1.14358974159629e-05,9.86626443730132e-06,1.18843639812948e-05,6.2785319146463e-06,7.39969832797599e-06,1.03147310026332e-05,2.04052287226005e-05
"1219","P0CF40","insC",13425.19496,34,17,16,13,29,NA,20,NA,11,3,18,30,NA,2.70707779000807e-06,1.35353889500403e-06,1.2739189600038e-06,1.03505915500308e-06,2.30897811500688e-06,NA,1.59239870000474e-06,NA,8.75819285002609e-07,2.38859805000712e-07,1.43315883000427e-06,2.38859805000712e-06,NA
"1220","P0CG19","rph",24391.49325,5,12,14,12,4,8,11,7,33,4,9,14,28,7.2328525317882e-07,1.73588460762917e-06,2.0251987089007e-06,1.73588460762917e-06,5.78628202543056e-07,1.15725640508611e-06,1.5912275569934e-06,1.01259935445035e-06,4.77368267098022e-06,5.78628202543056e-07,1.30191345572188e-06,2.0251987089007e-06,4.05039741780139e-06
"1221","P0CK95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","P10026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","P10030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","P10100","rlpA",37486.83992,290,184,198,232,297,335,278,388,223,107,132,185,243,6.44730249608578e-05,4.09070227337856e-05,4.4019513593965e-05,5.15784199686862e-05,6.60292703909475e-05,7.44774598685771e-05,6.18051756521326e-05,8.62604609821132e-05,4.95775329871424e-05,2.37883230027993e-05,2.93463423959766e-05,4.11293435095127e-05,5.40239485016843e-05
"1225","P10121","ftsY",54461.90734,1149,690,787,898,879,889,723,875,845,719,686,904,1021,0.000371119772344617,0.000222865659632538,0.000254196049464938,0.000290048351231912,0.000283911470749276,0.0002871414078454,0.000233524452049746,0.000282619495910827,0.000272929684622456,0.000232232477211297,0.000221573684794088,0.000291986313489586,0.000329776577514233
"1226","P10346","glnQ",26696.11147,698,742,1081,1003,1107,861,1118,966,1049,847,951,1169,509,0.000110510780744769,0.00011747707637911,0.00017114921774369,0.000158799875482813,0.000175265665163982,0.000136317739571986,0.000177007239072567,0.000152941854153936,0.000166082820918715,0.000134101190961059,0.000150566980642228,0.000185081809012371,8.058737449726e-05
"1227","P10371","hisA",25998.573,2121,690,1015,1633,1315,1074,984,750,989,566,837,884,1674,0.000327032863625041,0.000106389757614936,0.000156500875332116,0.000251789093022014,0.000202757291686435,0.000165597970548465,0.000151721045642169,0.0001156410408858,0.000152491985914741,8.72704388551501e-05,0.000129055401628552,0.000136302240190729,0.000258110803257105
"1228","P10378","entE",59057.1205,92,48,68,58,86,101,114,289,45,24,30,38,80,3.2222654350714e-05,1.68118196612421e-05,2.3816744520093e-05,2.03142820906675e-05,3.01211768930588e-05,3.53748705371969e-05,3.992807169545e-05,0.000101221164210395,1.57610809324145e-05,8.40590983062106e-06,1.05073872882763e-05,1.33093572318167e-05,2.80196994354035e-05
"1229","P10384","fadL",48493.51804,472,2176,3940,1328,2459,636,2130,556,1630,3936,3808,3376,350,0.000135745958360298,0.000625811875830526,0.0011331336354652,0.000381929306573042,0.000707201931372823,0.000182911926943113,0.000612582396837785,0.00015990413739052,0.00046878371213408,0.00113198324598757,0.00109517078270342,0.000970928719119419,0.000100659079292594
"1230","P10408","secA",101940.9335,706,451,665,622,790,771,617,660,935,750,757,836,547,0.000426829595358685,0.000272663098451511,0.000402042040954002,0.000376045337553969,0.000477613853163401,0.000466126937707572,0.000373022465065593,0.000399019168465626,0.000565277155326303,0.000453430873256393,0.00045766289474012,0.00050542428005646,0.000330702250228329
"1231","P10423","iap",37878.3501,15,1,0,0,1,NA,2,NA,3,0,0,3,NA,3.36964019725293e-06,2.24642679816862e-07,0,0,2.24642679816862e-07,NA,4.49285359633724e-07,NA,6.73928039450586e-07,0,0,6.73928039450586e-07,NA
"1232","P10441","lpxB",42337.17116,31,23,28,30,33,30,20,25,29,31,30,26,24,7.78367596171182e-06,5.77498539094748e-06,7.03041699767519e-06,7.53258964036627e-06,8.2858486044029e-06,7.53258964036627e-06,5.02172642691085e-06,6.27715803363856e-06,7.28150331902073e-06,7.78367596171182e-06,7.53258964036627e-06,6.52824435498411e-06,6.02607171229302e-06
"1233","P10442","rnhB",21494.37992,91,22,33,37,30,24,31,17,18,3,6,12,12,1.16002548555297e-05,2.80445721782037e-06,4.20668582673056e-06,4.71658713906154e-06,3.82425984248233e-06,3.05940787398586e-06,3.95173517056507e-06,2.16708057740665e-06,2.2945559054894e-06,3.82425984248233e-07,7.64851968496465e-07,1.52970393699293e-06,1.52970393699293e-06
"1234","P10443","dnaE",129804.098,3,4,5,4,5,7,5,6,6,6,6,6,NA,2.30946229302083e-06,3.0792830573611e-06,3.84910382170138e-06,3.0792830573611e-06,3.84910382170138e-06,5.38874535038193e-06,3.84910382170138e-06,4.61892458604166e-06,4.61892458604166e-06,4.61892458604166e-06,4.61892458604166e-06,4.61892458604166e-06,NA
"1235","P10902","nadB",60281.35972,30,10,7,21,28,37,17,24,25,8,11,17,95,1.07252027779096e-05,3.57506759263652e-06,2.50254731484557e-06,7.5076419445367e-06,1.00101892593823e-05,1.32277500927551e-05,6.07761490748209e-06,8.58016222232765e-06,8.93766898159131e-06,2.86005407410922e-06,3.93257435190018e-06,6.07761490748209e-06,3.3963142130047e-05
"1236","P10907","ugpC",39480.50397,29,26,40,25,21,21,60,17,52,123,92,76,1,6.79018963283437e-06,6.08775622254116e-06,9.36577880390947e-06,5.85361175244342e-06,4.91703387205247e-06,4.91703387205247e-06,1.40486682058642e-05,3.98045599166153e-06,1.21755124450823e-05,2.87997698220216e-05,2.15412912489918e-05,1.7794979727428e-05,2.34144470097737e-07
"1237","P10908","ugpQ",27374.04865,195,200,297,252,196,199,234,296,217,247,261,234,29,3.16573722941476e-05,3.24690997888694e-05,4.8216613186471e-05,4.09110657339754e-05,3.1819717793092e-05,3.2306754289925e-05,3.79888467529772e-05,4.80542676875267e-05,3.52289732709233e-05,4.00993382392537e-05,4.23721752244745e-05,3.79888467529772e-05,4.70801946938606e-06
"1238","P11071","aceK",67637.38354,3,47,70,16,9,3,9,5,22,61,43,30,NA,1.2033979611662e-06,1.88532347249371e-05,2.80792857605447e-05,6.41812245955307e-06,3.6101938834986e-06,1.2033979611662e-06,3.6101938834986e-06,2.00566326861033e-06,8.82491838188547e-06,2.44690918770461e-05,1.72487041100489e-05,1.2033979611662e-05,NA
"1239","P11349","narH",58010.79932,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.3761635745125e-06
"1240","P11350","narI",25462.37681,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
"1241","P11446","argC",35911.41235,1718,833,932,1243,1075,1570,1047,1573,1143,590,620,634,1352,0.000365895326761992,0.000177410248657008,0.00019849502010604,0.000264731019304514,0.000228950801087975,0.000334374658333136,0.000222987431385218,0.000335013590801288,0.000243433270366098,0.000125656718736656,0.000132046043418181,0.000135027728269559,0.000287945565647388
"1242","P11447","argH",50268.64352,2883,1219,1416,1802,1328,2019,1281,1922,1523,738,803,944,2554,0.000859494349694928,0.000363414364300422,0.000422144987571286,0.000537221234183233,0.000395909988343692,0.00060191435727855,0.000381898113756227,0.000572996233129952,0.000454044361632111,0.000220016243522323,0.000239394367951796,0.000281429991714191,0.000761411227582673
"1243","P11454","entF",141883.5654,43,33,25,32,32,32,23,167,35,15,30,27,48,3.61827662392655e-05,2.77681694394363e-05,2.1036491999573e-05,2.69267097594534e-05,2.69267097594534e-05,2.69267097594534e-05,1.93535726396071e-05,0.000140523766557148,2.94510887994022e-05,1.26218951997438e-05,2.52437903994876e-05,2.27194113595388e-05,4.03900646391801e-05
"1244","P11458","nadA",38198.18573,368,221,186,227,230,272,177,210,314,104,152,241,351,8.33665390510983e-05,5.00652313323172e-05,4.21363485421312e-05,5.14244683820634e-05,5.21040869069365e-05,6.16187462551596e-05,4.0097492967512e-05,4.75732967411159e-05,7.11334056033828e-05,2.35601088622669e-05,3.44340052602363e-05,5.45960214981378e-05,7.95153674101509e-05
"1245","P11557","damX",46116.34117,911,531,638,658,618,712,553,803,602,488,475,519,665,0.000249157771539296,0.000145228075397768,0.000174492489837619,0.000179962473845068,0.00016902250583017,0.00019473143066518,0.000151245057805961,0.000219619857899072,0.000164646518624211,0.000133467609781753,0.000129912120176911,0.000141946084993298,0.000181876968247675
"1246","P11875","argS",64623.81965,941,445,583,653,580,825,650,719,549,331,345,462,771,0.000360647947351675,0.000170550835888943,0.000223440758029784,0.000250268979405572,0.000222290977113678,0.000316189751928939,0.000249119198489467,0.000275564159559887,0.000210409907647258,0.000126859161076944,0.000132224805352102,0.000177066261080206,0.000295493695439045
"1247","P11880","murF",47399.59944,530,509,487,475,496,311,263,426,417,191,232,272,389,0.000148988160691749,0.00014308485621151,0.000136900441994117,0.000133527125148266,0.000139430429628505,8.74251282549699e-05,7.39318608715661e-05,0.000119752748027708,0.00011722276039332,5.36919597964606e-05,6.52174590197846e-05,7.64618485059543e-05,0.000109351687753001
"1248","P12008","aroC",39094.99499,798,518,659,690,638,774,676,836,722,420,503,623,669,0.000185022809235304,0.000120102525293092,0.000152794525421134,0.000159982128286165,0.000147925504125468,0.000179458213468829,0.000156736114089054,0.00019383341919889,0.000167401589308132,9.73804259133178e-05,0.000116624652939045,0.000144447631771421,0.000155113106990499
"1249","P12281","moeA",44021.5614,539,435,428,429,439,424,328,522,320,215,260,284,676,0.000140719869968449,0.000113567984111828,0.000111740453333017,0.000112001529158561,0.000114612287414006,0.000110696150030839,8.56328707785738e-05,0.000136281580934194,8.35442641742183e-05,5.61313024920529e-05,6.78797146415524e-05,7.41455344546188e-05,0.000176487258068036
"1250","P12282","moeB",26683.37614,94,65,24,35,43,NA,55,NA,51,33,7,65,10,1.48754409851971e-05,1.02862091918916e-05,3.79798493239076e-06,5.53872802640319e-06,6.80472300386677e-06,NA,8.70371547006215e-06,NA,8.07071798133036e-06,5.22222928203729e-06,1.10774560528064e-06,1.02862091918916e-05,1.58249372182948e-06
"1251","P12295","ung",25659.18035,113,66,69,64,60,81,60,97,60,34,50,64,90,1.71958021750605e-05,1.00435658721592e-05,1.0500091593621e-05,9.7392153911847e-06,9.13051442923566e-06,1.23261944794681e-05,9.13051442923566e-06,1.47609983272643e-05,9.13051442923566e-06,5.17395817656687e-06,7.60876202436305e-06,9.7392153911847e-06,1.36957716438535e-05
"1252","P12758","udp",27123.83212,1726,3105,3722,3259,2631,2445,2634,2532,3980,6198,5490,4686,1572,0.000277647045589505,0.000499475131260379,0.000598726711288608,0.000524247810878446,0.000423226753734639,0.000393306504325805,0.000423709338402524,0.000407301459694454,0.000640228992726669,0.000997019923849219,0.000883129942228495,0.00075379725123547,0.000252874365971438
"1253","P12994","ybhB",17056.26895,316,246,271,277,261,275,322,183,193,231,246,230,47,3.19648253321156e-05,2.48840095939887e-05,2.74128723576054e-05,2.80197994208735e-05,2.64013272521587e-05,2.78174903997841e-05,3.25717523953836e-05,1.85112754296745e-05,1.95228205351212e-05,2.33666919358187e-05,2.48840095939887e-05,2.3265537425274e-05,4.75426199559947e-06
"1254","P12995","bioA",47286.45536,139,125,88,91,83,99,106,144,112,41,50,71,119,3.89809822024007e-05,3.50548401100726e-05,2.46786074374911e-05,2.55199236001328e-05,2.32764138330882e-05,2.77634333671775e-05,2.97265044133416e-05,4.03831758068036e-05,3.1409136738625e-05,1.14979875561038e-05,1.4021936044029e-05,1.99111491825212e-05,3.33722077847891e-05
"1255","P12996","bioB",38605.23075,366,93,176,186,73,242,222,198,149,32,49,61,346,8.37969970495089e-05,2.12926795781539e-05,4.02958237177966e-05,4.25853591563078e-05,1.67136087011316e-05,5.54067576119704e-05,5.0827686734948e-05,4.53328016825212e-05,3.41140780338165e-05,7.32651340323575e-06,1.12187236487047e-05,1.39661661749182e-05,7.92179261724866e-05
"1256","P12998","bioF",41550.25394,72,98,79,84,133,112,75,129,72,35,46,57,32,1.77421969663614e-05,2.41491014264364e-05,1.94671327825355e-05,2.06992297940883e-05,3.27737805073065e-05,2.75989730587845e-05,1.84814551732932e-05,3.17881028980642e-05,1.77421969663614e-05,8.62467908087014e-06,1.13352925062865e-05,1.40459059317028e-05,7.88542087393842e-06
"1257","P12999","bioC",28240.51128,6,4,1,15,10,NA,10,NA,1,0,1,5,NA,1.00490503676994e-06,6.69936691179959e-07,1.6748417279499e-07,2.51226259192485e-06,1.6748417279499e-06,NA,1.6748417279499e-06,NA,1.6748417279499e-07,0,1.6748417279499e-07,8.37420863974949e-07,NA
"1258","P13000","bioD",24106.3701,440,315,256,202,209,212,164,279,305,119,170,229,285,6.290507925701e-05,4.50343181044503e-05,3.65993188404422e-05,2.88791500225364e-05,2.98799126470797e-05,3.03088109147412e-05,2.34464386321583e-05,3.98875388925132e-05,4.36046572122456e-05,1.70129646172368e-05,2.43042351674811e-05,3.27392344314893e-05,4.0745335427836e-05
"1259","P13001","bioH",28468.85214,68,61,20,26,36,30,23,27,27,14,16,24,40,1.14810097827015e-05,1.02991411285999e-05,3.37676758314751e-06,4.38979785809176e-06,6.07818164966551e-06,5.06515137472126e-06,3.88328272061963e-06,4.55863623724913e-06,4.55863623724913e-06,2.36373730820325e-06,2.701414066518e-06,4.05212109977701e-06,6.75353516629501e-06
"1260","P13009","metH",135893.6125,421,178,255,316,306,492,342,421,346,188,219,255,304,0.000339298826104877,0.000143456510799687,0.00020551354075236,0.000254675603442141,0.000246616248902832,0.000396520243333966,0.000275629925244342,0.000339298826104877,0.000278853667060065,0.000151515865338995,0.000176499864410851,0.00020551354075236,0.000245004377994971
"1261","P13016","ampD",20505.15669,167,117,100,106,121,NA,129,NA,116,90,51,200,NA,2.03086371828889e-05,1.42282068886108e-05,1.21608605885562e-05,1.28905122238696e-05,1.47146413121531e-05,NA,1.56875101592376e-05,NA,1.41065982827252e-05,1.09447745297006e-05,6.20203890016368e-06,2.43217211771125e-05,NA
"1262","P13024","fdhE",34706.33649,373,208,225,236,293,249,280,281,267,171,191,264,137,7.67748227378778e-05,4.28127697841249e-05,4.63118903914812e-05,4.85760272550648e-05,6.03083728209067e-05,5.12518253665726e-05,5.76325747093989e-05,5.7838405333361e-05,5.49567765978911e-05,3.51970366975257e-05,3.93136491767685e-05,5.43392847260046e-05,2.8198795482813e-05
"1263","P13029","katG",79956.11435,2199,2683,3221,3180,3661,2927,3254,2182,3298,5007,4575,4104,1468,0.00104274502689929,0.00127225325473887,0.00152736777246139,0.0015079259597725,0.00173601161595193,0.00138795574976544,0.00154301606072318,0.0010346837874917,0.00156388044507223,0.00237427210081161,0.00216942178174817,0.00194607803110262,0.000696111732372966
"1264","P13033","glpB",45310.44439,4,6,6,258,3,12,16,21,8,2,5,3,62,1.07487888195664e-06,1.61231832293495e-06,1.61231832293495e-06,6.9329687886203e-05,8.06159161467476e-07,3.2246366458699e-06,4.29951552782654e-06,5.64311413027233e-06,2.14975776391327e-06,5.37439440978318e-07,1.34359860244579e-06,8.06159161467476e-07,1.66606226703278e-05
"1265","P13035","glpD",56697.06997,135,107,91,5946,84,174,132,173,104,82,99,100,5826,4.53937019378351e-05,3.59787119062841e-05,3.05987176025407e-05,0.00199934038312865,2.82449700946529e-05,5.85074380532096e-05,4.43849530058832e-05,5.81711884092257e-05,3.49699629743322e-05,2.7572470806685e-05,3.32887147544124e-05,3.36249643983963e-05,0.00195899042585057
"1266","P13036","fecA",85250.95044,2,4,2,2,4,1,4,6,1,1,1,2,23,1.01118459031171e-06,2.02236918062343e-06,1.01118459031171e-06,1.01118459031171e-06,2.02236918062343e-06,5.05592295155857e-07,2.02236918062343e-06,3.03355377093514e-06,5.05592295155857e-07,5.05592295155857e-07,5.05592295155857e-07,1.01118459031171e-06,1.16286227885847e-05
"1267","P13039","fes",42524.57524,5,2,2,2,2,3,4,46,1,0,0,0,9,1.26098873297908e-06,5.04395493191631e-07,5.04395493191631e-07,5.04395493191631e-07,5.04395493191631e-07,7.56593239787446e-07,1.00879098638326e-06,1.16010963434075e-05,2.52197746595815e-07,0,0,0,2.26977971936234e-06
"1268","P13445","rpoS",37930.72627,219,114,111,186,76,147,97,105,316,182,271,305,166,4.92647735276012e-05,2.56446766308061e-05,2.49698167194691e-05,4.18413145028941e-05,1.70964510872041e-05,3.30681356555131e-05,2.18204704665631e-05,2.36200968967951e-05,7.10852439941642e-05,4.09415012877781e-05,6.09623453241092e-05,6.86107576525952e-05,3.73422484273141e-05
"1269","P13458","sbcC",118630.9679,7,5,12,13,11,26,21,24,10,8,9,11,63,4.92489903271338e-06,3.5177850233667e-06,8.44268405608009e-06,9.14624106075343e-06,7.73912705140675e-06,1.82924821215069e-05,1.47746970981402e-05,1.68853681121602e-05,7.03557004673341e-06,5.62845603738672e-06,6.33201304206006e-06,7.73912705140675e-06,4.43240912944205e-05
"1270","P13482","treA",63578.54018,66,146,202,134,106,56,120,54,108,276,196,153,14,2.48860348477013e-05,5.50509255721877e-05,7.61663490793282e-05,5.05261919635147e-05,3.99684802099445e-05,2.11154235071405e-05,4.52473360867296e-05,2.03613012390283e-05,4.07226024780566e-05,0.000104068872999478,7.39039822749917e-05,5.76903535105802e-05,5.27885587678512e-06
"1271","P13656","chiA",96978.97544,3,1,2,4,0,NA,3,NA,2,1,1,1,NA,1.72544080229634e-06,5.75146934098781e-07,1.15029386819756e-06,2.30058773639512e-06,0,NA,1.72544080229634e-06,NA,1.15029386819756e-06,5.75146934098781e-07,5.75146934098781e-07,5.75146934098781e-07,NA
"1272","P13669","mngR",28237.64919,54,30,19,24,27,NA,17,NA,22,18,2,24,NA,9.04322873428381e-06,5.02401596349101e-06,3.18187677687764e-06,4.01921277079281e-06,4.52161436714191e-06,NA,2.84694237931157e-06,NA,3.68427837322674e-06,3.0144095780946e-06,3.34934397566067e-07,4.01921277079281e-06,NA
"1273","P13857","rimL",20649.48074,74,114,121,97,92,62,104,55,107,131,114,122,49,9.06237590003321e-06,1.39609574676187e-05,1.48182092419462e-05,1.18790603013949e-05,1.12667376054467e-05,7.59280142975755e-06,1.27363120757223e-05,6.73554965543009e-06,1.31037056932913e-05,1.60428546338426e-05,1.39609574676187e-05,1.49406737811358e-05,6.00076242029226e-06
"1274","P13959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","P13979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","P14081","selB",68806.64349,49,28,35,44,48,40,36,40,59,34,34,35,77,1.99952882941714e-05,1.14258790252408e-05,1.4282348781551e-05,1.79549527539498e-05,1.95872211861271e-05,1.63226843217725e-05,1.46904158895953e-05,1.63226843217725e-05,2.40759593746145e-05,1.38742816735067e-05,1.38742816735067e-05,1.4282348781551e-05,3.14211673194121e-05
"1277","P14175","proV",44117.13409,29,2,4,5,6,3,4,14,3,2,2,2,38,7.58763633706172e-06,5.23285264624947e-07,1.04657052924989e-06,1.30821316156237e-06,1.56985579387484e-06,7.8492789693742e-07,1.04657052924989e-06,3.66299685237463e-06,7.8492789693742e-07,5.23285264624947e-07,5.23285264624947e-07,5.23285264624947e-07,9.94242002787398e-06
"1278","P14176","proW",37577.3499,30,9,4,8,4,14,7,17,8,5,4,6,14,6.68572672225649e-06,2.00571801667695e-06,8.91430229634198e-07,1.7828604592684e-06,8.91430229634198e-07,3.12000580371969e-06,1.56000290185985e-06,3.78857847594534e-06,1.7828604592684e-06,1.11428778704275e-06,8.91430229634198e-07,1.3371453444513e-06,3.12000580371969e-06
"1279","P14294","topB",73153.04607,0,1,1,1,0,1,1,0,1,1,1,1,0,0,4.33844036568297e-07,4.33844036568297e-07,4.33844036568297e-07,0,4.33844036568297e-07,4.33844036568297e-07,0,4.33844036568297e-07,4.33844036568297e-07,4.33844036568297e-07,4.33844036568297e-07,0
"1280","P14376","rcsC",106420.8268,1,0,0,1,2,0,0,0,2,1,2,1,NA,6.31143110974047e-07,0,0,6.31143110974047e-07,1.26228622194809e-06,0,0,0,1.26228622194809e-06,6.31143110974047e-07,1.26228622194809e-06,6.31143110974047e-07,NA
"1281","P14407","fumB",60049.35305,15,2,8,5,2,NA,13,NA,3,3,4,1,NA,5.34196218478673e-06,7.12261624638231e-07,2.84904649855292e-06,1.78065406159558e-06,7.12261624638231e-07,NA,4.6297005601485e-06,NA,1.06839243695735e-06,1.06839243695735e-06,1.42452324927646e-06,3.56130812319116e-07,NA
