"reaction_id","direction","value","par_type","unit","condition","notes","saturation","model_type","enzyme","MW","num_pp_subunits","kcat_times_pp_num","EC_kcat_value","ec_cost","enzyme_pool_bound_g_gDw"
"SUCCtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"GRXR","fwd",6.53234101016794,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GRXC-MONOMER",9.137,1,6.53234101016794,6.53234101016794,0.000388536904549982,0.238325537615054
"RNDR1b","fwd",0.292833268948748,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","RIBONUCLEOSIDE-DIP-REDUCTII-CPLX",233.844,4,1.17133307579499,1.17133307579499,0.0554553337636949,0.238325537615054
"RNDR2b","fwd",0.890564856384955,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","RIBONUCLEOSIDE-DIP-REDUCTII-CPLX",233.844,4,3.56225942553982,3.56225942553982,0.018234681674489,0.238325537615054
"MALt2_2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","DCTA-MONOMER",45.436,1,65,65,0.00019417094017094,0.238325537615054
"MALt2_2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","DCTA-MONOMER",45.436,1,65,65,0.00019417094017094,0.238325537615054
"NH4tex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"NH4tex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"RIBabcpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","ABC-42-CPLX",158.287,4,260,260,0.000169110042735043,0.238325537615054
"RIBabcpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","ABC-42-CPLX",158.287,4,260,260,0.000169110042735043,0.238325537615054
"GLYCAt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","YHAU-MONOMER",49.009,1,65,65,0.000209440170940171,0.238325537615054
"GLYCAt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","YHAU-MONOMER",49.009,1,65,65,0.000209440170940171,0.238325537615054
"GLYCAtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"GLYCAtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"GLNabcpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","ABC-12-CPLX",129.38,5,325,325,0.000110581196581197,0.238325537615054
"GLNabcpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","ABC-12-CPLX",129.38,5,325,325,0.000110581196581197,0.238325537615054
"CO2tex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"CO2tex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"GLUt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLTP-MONOMER",47.159,1,65,65,0.000201534188034188,0.238325537615054
"GLUt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLTP-MONOMER",47.159,1,65,65,0.000201534188034188,0.238325537615054
"ACGK","fwd",6.48212821323525,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","ACETYLGLUTKIN-CPLX",54.318,2,12.9642564264705,12.9642564264705,0.00116384101308933,0.238325537615054
"GNK","fwd",26.65476051773,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GLUCONOKINI-MONOMER",21.004,1,26.65476051773,26.65476051773,0.000218889396532508,0.238325537615054
"GLUDy","fwd",2.76251429399887,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GDHA-CPLX",291.486,6,16.5750857639932,16.5750857639932,0.00488494204411445,0.238325537615054
"GLUDy","bwd",73.6723861331866,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GDHA-CPLX",291.486,6,442.03431679912,442.03431679912,0.000183172053065122,0.238325537615054
"GLCNt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GNTT-MONOMER",45.967,1,65,65,0.000196440170940171,0.238325537615054
"GLCNt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GNTT-MONOMER",45.967,1,65,65,0.000196440170940171,0.238325537615054
"GLCptspp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","CPLX-157",119.605,3,195,195,0.000170377492877493,0.238325537615054
"GLCptspp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","CPLX-157",119.605,3,195,195,0.000170377492877493,0.238325537615054
"HSTPT","fwd",2.1102897955718,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","HISTPHOSTRANS-CPLX",78.72,2,4.2205795911436,4.2205795911436,0.00518096299203819,0.238325537615054
"THDPS","fwd",1.44951910810994,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-3181",59.784,2,2.89903821621988,2.89903821621988,0.00572833658202701,0.238325537615054
"THRD_L","fwd",27.9180832027581,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","LSERINEDEAM1-MONOMER",48.907,1,27.9180832027581,27.9180832027581,0.000486612124446841,0.238325537615054
"ETOHtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"ETOHtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"RNDR2","fwd",12.9,"kcat","s-1","manual_curation","max entry for escherichia coli in Brenda (from GECKO3 db)",1,"glucose_batch","RIBONUCLEOSIDE-DIP-REDUCTI-CPLX",258.584,4,51.6,51.6,0.00139203273040482,0.238325537615054
"DHFR","fwd",2.90061019080615,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","DIHYDROFOLATEREDUCT-MONOMER",17.999,1,2.90061019080615,2.90061019080615,0.00172367946512409,0.238325537615054
"DHFR","bwd",2.44839118615962,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","DIHYDROFOLATEREDUCT-MONOMER",17.999,1,2.44839118615962,2.44839118615962,0.00204204387374243,0.238325537615054
"PRAIi","fwd",3.13419295866496,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","PRAI-IGPS",49.492,1,3.13419295866496,3.13419295866496,0.00438638525422308,0.238325537615054
"TYRTA","fwd",3.16687227344071,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","TYRB-DIMER",87.076,2,6.33374454688142,6.33374454688142,0.00381887485337362,0.238325537615054
"TYRTA","bwd",7.25480859173671,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","TYRB-DIMER",87.076,2,14.5096171834734,14.5096171834734,0.00166701694964963,0.238325537615054
"SHKK","fwd",12.9343442798416,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","AROL-MONOMER",19.151,1,12.9343442798416,12.9343442798416,0.000411286579909049,0.238325537615054
"GLUSy","fwd",2.65221345400859,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GLUTAMATESYN-CPLX",861.244,8,21.2177076320687,21.2177076320687,0.0112752257969123,0.238325537615054
"IG3PS","fwd",5.01309001891081,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GLUTAMIDOTRANS-CPLX",50.107,2,10.0261800378216,10.0261800378216,0.00138822672828596,0.238325537615054
"PDH","fwd",71.8999038314613,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","PYRUVATEDEH-CPLX",4586.592,60,4313.99422988768,4313.99422988768,0.000295330328563399,0.238325537615054
"MTHFR2","fwd",2.60358491249075,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","METHYLENETHFREDUCT-CPLX",132.412,4,10.414339649963,10.414339649963,0.00353177564275444,0.238325537615054
"DUTPDP","fwd",0.0256586672596037,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","G7164-MONOMER",16.371,1,0.0256586672596037,0.0256586672596037,0.177230561275466,0.238325537615054
"NTP5","fwd",8.87224563595125,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","G7841-MONOMER",39.193,1,8.87224563595125,8.87224563595125,0.00122707879055213,0.238325537615054
"FORt2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FOCB-MONOMER",30.565,1,65,65,0.000130619658119658,0.238325537615054
"FORt2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FOCB-MONOMER",30.565,1,65,65,0.000130619658119658,0.238325537615054
"GLNS","fwd",14.6228727970929,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GLUTAMINESYN-OLIGOMER",622.848,12,175.474473565115,175.474473565115,0.000985974368910882,0.238325537615054
"ACGS","fwd",23.3862454408317,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","N-ACETYLTRANSFER-CPLX",295.17,6,140.31747264499,140.31747264499,0.000584329699795188,0.238325537615054
"SUCOAS","fwd",4.19871463441526,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","SUCCCOASYN",142.34,4,16.794858537661,16.794858537661,0.00235422577690823,0.238325537615054
"SUCOAS","bwd",61.7010992525447,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","SUCCCOASYN",142.34,4,246.804397010179,246.804397010179,0.000160203340653036,0.238325537615054
"PRAIS","fwd",9.41443440721786,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","AIRS-CPLX",73.708,2,18.8288688144357,18.8288688144357,0.00108739641484714,0.238325537615054
"HISTP","fwd",2.87424763706746,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","IMIDHISTID-CPLX",80.556,2,5.74849527413492,5.74849527413492,0.00389261286642252,0.238325537615054
"LDH_D","fwd",5.60187181883392,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-8158",146.14,4,22.4074872753357,22.4074872753357,0.00181164643521308,0.238325537615054
"LDH_D","bwd",11.5637911006675,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-8158",146.14,4,46.25516440267,46.25516440267,0.000877619720277142,0.238325537615054
"KAS15","fwd",12.8196587965394,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-252",67.03,2,25.6393175930788,25.6393175930788,0.000726206708772571,0.238325537615054
"T2DECAI","fwd",1.77386643794755,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","FABA-CPLX",37.938,2,3.5477328758951,3.5477328758951,0.0029704416036888,0.238325537615054
"3OAS161","fwd",1.76042179472783,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","FABB-CPLX",85.226,2,3.52084358945566,3.52084358945566,0.00672392518650594,0.238325537615054
"DHQS","fwd",33.8696733634939,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","AROB-MONOMER",38.881,1,33.8696733634939,33.8696733634939,0.000318877529814585,0.238325537615054
"EAR161x","fwd",1.227629900932,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8006",111.456,4,4.910519603728,4.910519603728,0.00630483176902412,0.238325537615054
"PGCD","fwd",37.464286427222,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","PGLYCDEHYDROG-CPLX",176.704,4,149.857145708888,149.857145708888,0.00032754156775277,0.238325537615054
"MALtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"MALtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"3OAS141","fwd",1.76042179472783,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","FABB-CPLX",85.226,2,3.52084358945566,3.52084358945566,0.00672392518650594,0.238325537615054
"3OAR121","fwd",2.04362332222867,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8005",102.24,4,8.17449328891468,8.17449328891468,0.00347422145890227,0.238325537615054
"ADSL1r","fwd",4.03656199673189,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-7959",206.172,4,16.1462479869276,16.1462479869276,0.00354695406922818,0.238325537615054
"ADSL1r","bwd",3.15405021774824,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-7959",206.172,4,12.616200870993,12.616200870993,0.00453940140820638,0.238325537615054
"AICART","fwd",7.83467699709436,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","AICARTRANSIMPCYCLO-CPLX",57.329,1,7.83467699709436,7.83467699709436,0.00203259460831994,0.238325537615054
"D_LACt2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","B2975-MONOMER",58.92,1,65,65,0.000251794871794872,0.238325537615054
"D_LACt2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","B2975-MONOMER",58.92,1,65,65,0.000251794871794872,0.238325537615054
"RIBtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"RIBtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"FRUpts2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","CPLX-165",210.821,7,455,455,0.000128706349206349,0.238325537615054
"FRUpts2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","CPLX-165",210.821,7,455,455,0.000128706349206349,0.238325537615054
"FORtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"FORtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"PFK","fwd",82.5718700845639,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","6PFK-2-CPX",64.912,2,165.143740169128,165.143740169128,0.000109184345059916,0.238325537615054
"PGM","fwd",65.5660929763939,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","PGMI-MONOMER",56.194,1,65.5660929763939,65.5660929763939,0.000238071901738363,0.238325537615054
"PGM","bwd",127.719945620252,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","PGMI-MONOMER",56.194,1,127.719945620252,127.719945620252,0.000122216184548464,0.238325537615054
"CYTBO3_4pp","fwd",231.866104193224,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CYT-O-UBIOX-CPLX",143.931,4,927.464416772896,927.464416772896,4.31076735778676e-05,0.238325537615054
"EAR141x","fwd",1.227629900932,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8006",111.456,4,4.910519603728,4.910519603728,0.00630483176902412,0.238325537615054
"EAR181x","fwd",0.417521590032973,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8006",111.456,4,1.67008636013189,1.67008636013189,0.018537963508399,0.238325537615054
"TPI","fwd",157.739324210159,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","TPI",53.944,2,315.478648420318,315.478648420318,4.74974915718556e-05,0.238325537615054
"RPI","fwd",3.44715903870091,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","RIB5PISOMB-CPLX",32.146,2,6.89431807740182,6.89431807740182,0.0012951889286503,0.238325537615054
"RPI","bwd",51.7085083213736,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","RIB5PISOMB-CPLX",32.146,2,103.417016642747,103.417016642747,8.63440537575272e-05,0.238325537615054
"3OAR120","fwd",2.4328971608628,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8005",102.24,4,9.7315886434512,9.7315886434512,0.00291833132703483,0.238325537615054
"3HAD80","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABA-CPLX",37.938,2,4.81498805452104,4.81498805452104,0.00218865202031776,0.238325537615054
"3HAD120","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABA-CPLX",37.938,2,4.81498805452104,4.81498805452104,0.00218865202031776,0.238325537615054
"EAR180x","fwd",2.29088602673159,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-8006",111.456,4,9.16354410692636,9.16354410692636,0.00337860544334572,0.238325537615054
"AKGtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"AKGtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"SO4t2pp","fwd",183.758631921565,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","EG10003-MONOMER",29.305,1,183.758631921565,183.758631921565,4.42987504459238e-05,0.238325537615054
"EAR180y","fwd",2.08745482863002,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-8006",111.456,4,8.34981931452008,8.34981931452008,0.0037078646655457,0.238325537615054
"ACONTb","fwd",46.7619680706142,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-7761",186.996,2,93.5239361412284,93.5239361412284,0.000555401488394317,0.238325537615054
"ACONTb","bwd",14.1251914179772,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-7761",186.996,2,28.2503828359544,28.2503828359544,0.00183867714766771,0.238325537615054
"3HAD161","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABZ-CPLX",102.198,6,14.4449641635631,14.4449641635631,0.00196527544214626,0.238325537615054
"SUCDi","fwd",91.6139639993793,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-8160",355.077,12,1099.36756799255,1099.36756799255,8.97174911027285e-05,0.238325537615054
"ASNS1","fwd",3.64088864694953,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ASNSYNB-CPLX",125.318,2,7.28177729389906,7.28177729389906,0.00478050263700335,0.238325537615054
"EAR80y","fwd",2.33507712266043,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-8006",111.456,4,9.34030849064172,9.34030849064172,0.00331466568058427,0.238325537615054
"EAR120y","fwd",2.33507712266043,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-8006",111.456,4,9.34030849064172,9.34030849064172,0.00331466568058427,0.238325537615054
"3OAR181","fwd",0.695044050628078,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8005",102.24,4,2.78017620251231,2.78017620251231,0.010215179877569,0.238325537615054
"3HAD121","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABZ-CPLX",102.198,6,14.4449641635631,14.4449641635631,0.00196527544214626,0.238325537615054
"EAR140x","fwd",1.11153338421675,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8006",111.456,4,4.446133536867,4.446133536867,0.00696335360674214,0.238325537615054
"3OAS181","fwd",1.05077272742585,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","FABB-CPLX",85.226,2,2.1015454548517,2.1015454548517,0.0112649901691322,0.238325537615054
"3OAS140","fwd",1.51896359918247,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABB-CPLX",85.226,2,3.03792719836494,3.03792719836494,0.00779277689788964,0.238325537615054
"3OAR140","fwd",2.31638945361424,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8005",102.24,4,9.26555781445696,9.26555781445696,0.00306511497404806,0.238325537615054
"EAR160y","fwd",2.08745482863002,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-8006",111.456,4,8.34981931452008,8.34981931452008,0.0037078646655457,0.238325537615054
"3OAR160","fwd",1.73385087980819,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8005",102.24,4,6.93540351923276,6.93540351923276,0.00409493116316061,0.238325537615054
"3HAD181","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABZ-CPLX",102.198,6,14.4449641635631,14.4449641635631,0.00196527544214626,0.238325537615054
"EAR100y","fwd",2.33507712266043,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-8006",111.456,4,9.34030849064172,9.34030849064172,0.00331466568058427,0.238325537615054
"3OAR141","fwd",2.04362332222867,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8005",102.24,4,8.17449328891468,8.17449328891468,0.00347422145890227,0.238325537615054
"3OAR161","fwd",2.04362332222867,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8005",102.24,4,8.17449328891468,8.17449328891468,0.00347422145890227,0.238325537615054
"3HAD141","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABZ-CPLX",102.198,6,14.4449641635631,14.4449641635631,0.00196527544214626,0.238325537615054
"EAR121x","fwd",1.227629900932,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8006",111.456,4,4.910519603728,4.910519603728,0.00630483176902412,0.238325537615054
"ACONTa","fwd",64.3449622458679,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-7761",186.996,2,128.689924491736,128.689924491736,0.000403631702625399,0.238325537615054
"ACONTa","bwd",8.0304739370086,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-7761",186.996,2,16.0609478740172,16.0609478740172,0.00323413871589518,0.238325537615054
"3HAD40","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABA-CPLX",37.938,2,4.81498805452104,4.81498805452104,0.00218865202031776,0.238325537615054
"3OAS60","fwd",2.63598512051591,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABB-CPLX",85.226,2,5.27197024103182,5.27197024103182,0.00449052020526115,0.238325537615054
"3OAS160","fwd",2.63598512051591,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABB-CPLX",85.226,2,5.27197024103182,5.27197024103182,0.00449052020526115,0.238325537615054
"3OAR60","fwd",4.47656337056014,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8005",102.24,4,17.9062534822406,17.9062534822406,0.00158603808597746,0.238325537615054
"3OAR80","fwd",4.47656337056014,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8005",102.24,4,17.9062534822406,17.9062534822406,0.00158603808597746,0.238325537615054
"EAR100x","fwd",1.46147152816796,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8006",111.456,4,5.84588611267184,5.84588611267184,0.00529603201350254,0.238325537615054
"EAR120x","fwd",1.46147152816796,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8006",111.456,4,5.84588611267184,5.84588611267184,0.00529603201350254,0.238325537615054
"EAR160x","fwd",1.04154574906495,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8006",111.456,4,4.1661829962598,4.1661829962598,0.00743126262763647,0.238325537615054
"EAR140y","fwd",2.33507712266043,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-8006",111.456,4,9.34030849064172,9.34030849064172,0.00331466568058427,0.238325537615054
"3OAS121","fwd",1.76042179472783,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","FABB-CPLX",85.226,2,3.52084358945566,3.52084358945566,0.00672392518650594,0.238325537615054
"3OAS80","fwd",2.63598512051591,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABB-CPLX",85.226,2,5.27197024103182,5.27197024103182,0.00449052020526115,0.238325537615054
"3OAS100","fwd",2.63598512051591,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABB-CPLX",85.226,2,5.27197024103182,5.27197024103182,0.00449052020526115,0.238325537615054
"3OAS120","fwd",2.63598512051591,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABB-CPLX",85.226,2,5.27197024103182,5.27197024103182,0.00449052020526115,0.238325537615054
"3OAR40","fwd",4.47656337056014,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8005",102.24,4,17.9062534822406,17.9062534822406,0.00158603808597746,0.238325537615054
