"reaction_id","direction","value","par_type","unit","condition","notes","saturation","model_type","directional_reaction_id","enzyme","MW","num_pp_subunits","kcat_times_pp_num","EC_kcat_value","ec_cost","enzyme_pool_bound_g_gDw"
"CYTBDpp","fw",2.54015100963198,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CYTBDpp_fw","CYT-D-UBIOX-CPLX",107.698,4,10.1606040385279,10.1606040385279,0.00294432407735529,0.332285064086577
"CYTBD2pp","fw",3.52714995698814,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CYTBD2pp_fw","CYT-D-UBIOX-CPLX",107.698,4,14.1085998279526,14.1085998279526,0.00212041672993234,0.332285064086577
"ACt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","ACt2rpp_fw","EG11512-MONOMER",20.071,1,65,65,8.57735042735043e-05,0.332285064086577
"ACt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","ACt2rpp_bw","EG11512-MONOMER",20.071,1,65,65,8.57735042735043e-05,0.332285064086577
"METS","fw",5.10275366474256,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","METS_fw","HOMOCYSMET-MONOMER",84.673,1,5.10275366474256,5.10275366474256,0.0046093304366799,0.332285064086577
"FRUtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FRUtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"FRUtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FRUtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"FUMtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FUMtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"FUMtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FUMtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"PRASCSi","fw",4.05284273762496,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","PRASCSi_fw","SAICARSYN-CPLX",80.985,3,12.1585282128749,12.1585282128749,0.00185021023428741,0.332285064086577
"MTHFC","fw",35.3763455619602,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","MTHFC_fw","FOLD-CPLX",62.088,2,70.7526911239204,70.7526911239204,0.000243759868249532,0.332285064086577
"MTHFD","fw",35.3763455619602,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","MTHFD_fw","FOLD-CPLX",62.088,2,70.7526911239204,70.7526911239204,0.000243759868249532,0.332285064086577
"XYLtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","XYLtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"XYLtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","XYLtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"FORtppi","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FORtppi_fw","CPLX0-7843",154.955,5,325,325,0.000132440170940171,0.332285064086577
"FORtppi","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FORtppi_bw","CPLX0-7843",154.955,5,325,325,0.000132440170940171,0.332285064086577
"PYRtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","PYRtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"PYRtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","PYRtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"SO4tex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","SO4tex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"SO4tex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","SO4tex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"SUCCtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","SUCCtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"SUCCtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","SUCCtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"GRXR","fw",6.53234101016794,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GRXR_fw","GRXB-MONOMER",24.35,1,6.53234101016794,6.53234101016794,0.00103544638566182,0.332285064086577
"RNDR1b","fw",0.292833268948748,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","RNDR1b_fw","RIBONUCLEOSIDE-DIP-REDUCTII-CPLX",233.844,4,1.17133307579499,1.17133307579499,0.0554553337636949,0.332285064086577
"RNDR2b","fw",0.890564856384955,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","RNDR2b_fw","RIBONUCLEOSIDE-DIP-REDUCTII-CPLX",233.844,4,3.56225942553982,3.56225942553982,0.018234681674489,0.332285064086577
"MALt2_2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","MALt2_2pp_fw","DCTA-MONOMER",45.436,1,65,65,0.00019417094017094,0.332285064086577
"MALt2_2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","MALt2_2pp_bw","DCTA-MONOMER",45.436,1,65,65,0.00019417094017094,0.332285064086577
"NH4tex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","NH4tex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"NH4tex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","NH4tex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"RIBabcpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","RIBabcpp_fw","ABC-28-CPLX",305.816,14,910,910,9.33504273504273e-05,0.332285064086577
"RIBabcpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","RIBabcpp_bw","ABC-28-CPLX",305.816,14,910,910,9.33504273504273e-05,0.332285064086577
"GLYCAt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLYCAt2rpp_fw","B2789-MONOMER",49.142,1,65,65,0.000210008547008547,0.332285064086577
"GLYCAt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLYCAt2rpp_bw","B2789-MONOMER",49.142,1,65,65,0.000210008547008547,0.332285064086577
"GLYCAtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLYCAtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"GLYCAtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLYCAtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"GLNabcpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLNabcpp_fw","ABC-12-CPLX",129.38,5,325,325,0.000110581196581197,0.332285064086577
"GLNabcpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLNabcpp_bw","ABC-12-CPLX",129.38,5,325,325,0.000110581196581197,0.332285064086577
"CO2tex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","CO2tex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"CO2tex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","CO2tex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"GLUt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLUt2rpp_fw","GLTP-MONOMER",47.159,1,65,65,0.000201534188034188,0.332285064086577
"GLUt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLUt2rpp_bw","GLTP-MONOMER",47.159,1,65,65,0.000201534188034188,0.332285064086577
"ACGK","fw",6.48212821323525,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","ACGK_fw","ACETYLGLUTKIN-CPLX",54.318,2,12.9642564264705,12.9642564264705,0.00116384101308933,0.332285064086577
"GNK","fw",26.65476051773,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GNK_fw","GLUCONOKINII-CPLX",39.086,2,53.30952103546,53.30952103546,0.000203663848620968,0.332285064086577
"GLUDy","fw",2.76251429399887,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GLUDy_fw","GDHA-CPLX",291.486,6,16.5750857639932,16.5750857639932,0.00488494204411445,0.332285064086577
"GLUDy","bw",73.6723861331866,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GLUDy_bw","GDHA-CPLX",291.486,6,442.03431679912,442.03431679912,0.000183172053065122,0.332285064086577
"GLCNt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLCNt2rpp_fw","YJGT-MONOMER",46.041,1,65,65,0.00019675641025641,0.332285064086577
"GLCNt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLCNt2rpp_bw","YJGT-MONOMER",46.041,1,65,65,0.00019675641025641,0.332285064086577
"GLCptspp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLCptspp_fw","CPLX-157",119.605,3,195,195,0.000170377492877493,0.332285064086577
"GLCptspp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLCptspp_bw","CPLX-157",119.605,3,195,195,0.000170377492877493,0.332285064086577
"HSTPT","fw",2.1102897955718,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","HSTPT_fw","HISTPHOSTRANS-CPLX",78.72,2,4.2205795911436,4.2205795911436,0.00518096299203819,0.332285064086577
"THDPS","fw",1.44951910810994,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","THDPS_fw","CPLX0-3181",59.784,2,2.89903821621988,2.89903821621988,0.00572833658202701,0.332285064086577
"THRD_L","fw",27.9180832027581,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","THRD_L_fw","THREDEHYDSYN-CPLX",224.78,4,111.672332811032,111.672332811032,0.000559125857919934,0.332285064086577
"ETOHtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","ETOHtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"ETOHtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","ETOHtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"RNDR2","fw",12.9,"kcat","s-1","manual_curation","max entry for escherichia coli in Brenda (from GECKO3 db)",1,"glucose_batch","RNDR2_fw","RIBONUCLEOSIDE-DIP-REDUCTI-CPLX",258.584,4,51.6,51.6,0.00139203273040482,0.332285064086577
"DHFR","fw",2.90061019080615,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","DHFR_fw","DIHYDROFOLATEREDUCT-MONOMER",17.999,1,2.90061019080615,2.90061019080615,0.00172367946512409,0.332285064086577
"DHFR","bw",2.44839118615962,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","DHFR_bw","DIHYDROFOLATEREDUCT-MONOMER",17.999,1,2.44839118615962,2.44839118615962,0.00204204387374243,0.332285064086577
"PRAIi","fw",3.13419295866496,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","PRAIi_fw","PRAI-IGPS",49.492,1,3.13419295866496,3.13419295866496,0.00438638525422308,0.332285064086577
"TYRTA","fw",3.16687227344071,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","TYRTA_fw","ASPAMINOTRANS-DIMER",87.146,2,6.33374454688142,6.33374454688142,0.00382194482948342,0.332285064086577
"TYRTA","bw",7.25480859173671,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","TYRTA_bw","ASPAMINOTRANS-DIMER",87.146,2,14.5096171834734,14.5096171834734,0.00166835705698662,0.332285064086577
"SHKK","fw",12.9343442798416,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","SHKK_fw","AROK-MONOMER",19.538,1,12.9343442798416,12.9343442798416,0.000419597785925696,0.332285064086577
"GLUSy","fw",2.65221345400859,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GLUSy_fw","GLUTAMATESYN-CPLX",861.244,8,21.2177076320687,21.2177076320687,0.0112752257969123,0.332285064086577
"IG3PS","fw",5.01309001891081,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","IG3PS_fw","GLUTAMIDOTRANS-CPLX",50.107,2,10.0261800378216,10.0261800378216,0.00138822672828596,0.332285064086577
"PDH","fw",71.8999038314613,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","PDH_fw","PYRUVATEDEH-CPLX",4586.592,60,4313.99422988768,4313.99422988768,0.000295330328563399,0.332285064086577
"MTHFR2","fw",2.60358491249075,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","MTHFR2_fw","METHYLENETHFREDUCT-CPLX",132.412,4,10.414339649963,10.414339649963,0.00353177564275444,0.332285064086577
"DUTPDP","fw",0.0256586672596037,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","DUTPDP_fw","DUTP-PYROP-CPLX",48.861,3,0.0769760017788111,0.0769760017788111,0.176321186946034,0.332285064086577
"NTP5","fw",8.87224563595125,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","NTP5_fw","G7841-MONOMER",39.193,1,8.87224563595125,8.87224563595125,0.00122707879055213,0.332285064086577
"FORt2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FORt2pp_fw","CPLX0-7843",154.955,5,325,325,0.000132440170940171,0.332285064086577
"FORt2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FORt2pp_bw","CPLX0-7843",154.955,5,325,325,0.000132440170940171,0.332285064086577
"GLNS","fw",14.6228727970929,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GLNS_fw","GLUTAMINESYN-OLIGOMER",622.848,12,175.474473565115,175.474473565115,0.000985974368910882,0.332285064086577
"ACGS","fw",23.3862454408317,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","ACGS_fw","N-ACETYLTRANSFER-CPLX",295.17,6,140.31747264499,140.31747264499,0.000584329699795188,0.332285064086577
"SUCOAS","fw",4.19871463441526,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","SUCOAS_fw","SUCCCOASYN",142.34,4,16.794858537661,16.794858537661,0.00235422577690823,0.332285064086577
"SUCOAS","bw",61.7010992525447,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","SUCOAS_bw","SUCCCOASYN",142.34,4,246.804397010179,246.804397010179,0.000160203340653036,0.332285064086577
"PRAIS","fw",9.41443440721786,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","PRAIS_fw","AIRS-CPLX",73.708,2,18.8288688144357,18.8288688144357,0.00108739641484714,0.332285064086577
"HISTP","fw",2.87424763706746,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","HISTP_fw","IMIDHISTID-CPLX",80.556,2,5.74849527413492,5.74849527413492,0.00389261286642252,0.332285064086577
"LDH_D","fw",5.60187181883392,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","LDH_D_fw","CPLX0-8158",146.14,4,22.4074872753357,22.4074872753357,0.00181164643521308,0.332285064086577
"LDH_D","bw",11.5637911006675,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","LDH_D_bw","CPLX0-8158",146.14,4,46.25516440267,46.25516440267,0.000877619720277142,0.332285064086577
"KAS15","fw",12.8196587965394,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","KAS15_fw","CPLX0-252",67.03,2,25.6393175930788,25.6393175930788,0.000726206708772571,0.332285064086577
"T2DECAI","fw",1.77386643794755,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","T2DECAI_fw","FABA-CPLX",37.938,2,3.5477328758951,3.5477328758951,0.0029704416036888,0.332285064086577
"3OAS161","fw",1.76042179472783,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","3OAS161_fw","FABB-CPLX",85.226,2,3.52084358945566,3.52084358945566,0.00672392518650594,0.332285064086577
"DHQS","fw",33.8696733634939,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","DHQS_fw","AROB-MONOMER",38.881,1,33.8696733634939,33.8696733634939,0.000318877529814585,0.332285064086577
"EAR161x","fw",1.227629900932,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","EAR161x_fw","CPLX0-8006",111.456,4,4.910519603728,4.910519603728,0.00630483176902412,0.332285064086577
"PGCD","fw",37.464286427222,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","PGCD_fw","PGLYCDEHYDROG-CPLX",176.704,4,149.857145708888,149.857145708888,0.00032754156775277,0.332285064086577
"MALtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","MALtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"MALtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","MALtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"3OAS141","fw",1.76042179472783,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","3OAS141_fw","FABB-CPLX",85.226,2,3.52084358945566,3.52084358945566,0.00672392518650594,0.332285064086577
"3OAR121","fw",2.04362332222867,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","3OAR121_fw","CPLX0-8005",102.24,4,8.17449328891468,8.17449328891468,0.00347422145890227,0.332285064086577
"ADSL1r","fw",4.03656199673189,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ADSL1r_fw","CPLX0-7959",206.172,4,16.1462479869276,16.1462479869276,0.00354695406922818,0.332285064086577
"ADSL1r","bw",3.15405021774824,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ADSL1r_bw","CPLX0-7959",206.172,4,12.616200870993,12.616200870993,0.00453940140820638,0.332285064086577
"AICART","fw",7.83467699709436,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","AICART_fw","AICARTRANSIMPCYCLO-CPLX",57.329,1,7.83467699709436,7.83467699709436,0.00203259460831994,0.332285064086577
"D_LACt2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","D_LACt2pp_fw","LCTP-MONOMER",59.168,1,65,65,0.000252854700854701,0.332285064086577
"D_LACt2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","D_LACt2pp_bw","LCTP-MONOMER",59.168,1,65,65,0.000252854700854701,0.332285064086577
"RIBtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","RIBtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"RIBtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","RIBtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"FRUpts2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FRUpts2pp_fw","CPLX-165",210.821,7,455,455,0.000128706349206349,0.332285064086577
"FRUpts2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FRUpts2pp_bw","CPLX-165",210.821,7,455,455,0.000128706349206349,0.332285064086577
"FORtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FORtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"FORtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FORtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"PFK","fw",82.5718700845639,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","PFK_fw","6PFK-1-CPX",139.368,4,330.287480338256,330.287480338256,0.000117211022633029,0.332285064086577
"PGM","fw",65.5660929763939,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","PGM_fw","PHOSGLYCMUTASE",57.112,2,131.132185952788,131.132185952788,0.000120980553547366,0.332285064086577
"PGM","bw",127.719945620252,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","PGM_bw","PHOSGLYCMUTASE",57.112,2,255.439891240504,255.439891240504,6.21063701812636e-05,0.332285064086577
"CYTBO3_4pp","fw",231.866104193224,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CYTBO3_4pp_fw","CYT-O-UBIOX-CPLX",143.931,4,927.464416772896,927.464416772896,4.31076735778676e-05,0.332285064086577
"EAR141x","fw",1.227629900932,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","EAR141x_fw","CPLX0-8006",111.456,4,4.910519603728,4.910519603728,0.00630483176902412,0.332285064086577
"EAR181x","fw",0.417521590032973,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","EAR181x_fw","CPLX0-8006",111.456,4,1.67008636013189,1.67008636013189,0.018537963508399,0.332285064086577
"TPI","fw",157.739324210159,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","TPI_fw","TPI",53.944,2,315.478648420318,315.478648420318,4.74974915718556e-05,0.332285064086577
"RPI","fw",3.44715903870091,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","RPI_fw","RIB5PISOMA-CPLX",45.72,2,6.89431807740182,6.89431807740182,0.00184209661599862,0.332285064086577
"RPI","bw",51.7085083213736,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","RPI_bw","RIB5PISOMA-CPLX",45.72,2,103.417016642747,103.417016642747,0.000122803774584525,0.332285064086577
"3OAR120","fw",2.4328971608628,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","3OAR120_fw","CPLX0-8005",102.24,4,9.7315886434512,9.7315886434512,0.00291833132703483,0.332285064086577
"3HAD80","fw",2.40749402726052,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","3HAD80_fw","FABA-CPLX",37.938,2,4.81498805452104,4.81498805452104,0.00218865202031776,0.332285064086577
"3HAD120","fw",2.40749402726052,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","3HAD120_fw","FABA-CPLX",37.938,2,4.81498805452104,4.81498805452104,0.00218865202031776,0.332285064086577
"EAR180x","fw",2.29088602673159,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","EAR180x_fw","CPLX0-8006",111.456,4,9.16354410692636,9.16354410692636,0.00337860544334572,0.332285064086577
"AKGtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","AKGtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"AKGtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","AKGtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"SO4t2pp","fw",183.758631921565,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","SO4t2pp_fw","EG10003-MONOMER",29.305,1,183.758631921565,183.758631921565,4.42987504459238e-05,0.332285064086577
"EAR180y","fw",2.08745482863002,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","EAR180y_fw","CPLX0-8006",111.456,4,8.34981931452008,8.34981931452008,0.0037078646655457,0.332285064086577
"ACONTb","fw",46.7619680706142,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ACONTb_fw","CPLX0-7761",186.996,2,93.5239361412284,93.5239361412284,0.000555401488394317,0.332285064086577
"ACONTb","bw",14.1251914179772,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ACONTb_bw","CPLX0-7761",186.996,2,28.2503828359544,28.2503828359544,0.00183867714766771,0.332285064086577
"3HAD161","fw",2.40749402726052,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","3HAD161_fw","FABZ-CPLX",102.198,6,14.4449641635631,14.4449641635631,0.00196527544214626,0.332285064086577
"SUCDi","fw",91.6139639993793,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","SUCDi_fw","CPLX0-8160",355.077,12,1099.36756799255,1099.36756799255,8.97174911027285e-05,0.332285064086577
"ASNS1","fw",3.64088864694953,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ASNS1_fw","ASNSYNB-CPLX",125.318,2,7.28177729389906,7.28177729389906,0.00478050263700335,0.332285064086577
"EAR80y","fw",2.33507712266043,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","EAR80y_fw","CPLX0-8006",111.456,4,9.34030849064172,9.34030849064172,0.00331466568058427,0.332285064086577
"EAR120y","fw",2.33507712266043,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","EAR120y_fw","CPLX0-8006",111.456,4,9.34030849064172,9.34030849064172,0.00331466568058427,0.332285064086577
"3OAR181","fw",0.695044050628078,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","3OAR181_fw","CPLX0-8005",102.24,4,2.78017620251231,2.78017620251231,0.010215179877569,0.332285064086577
"3HAD121","fw",2.40749402726052,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","3HAD121_fw","FABZ-CPLX",102.198,6,14.4449641635631,14.4449641635631,0.00196527544214626,0.332285064086577
"EAR140x","fw",1.11153338421675,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","EAR140x_fw","CPLX0-8006",111.456,4,4.446133536867,4.446133536867,0.00696335360674214,0.332285064086577
